user,group,suffix,site
user_4617,health - hiv,0,https://www.youtube.com/
user_12869,immigration - immigrant,0,https://www.youtube.com/
user_12556,immigration - immigrant,0,https://www.youtube.com/
user_12962,immigration - immigrant,0,https://www.youtube.com/
user_12554,immigration - immigrant,0,https://www.youtube.com/
user_13513,kinks - bdsm,0,https://www.youtube.com/
user_13403,kinks - bdsm,0,https://www.youtube.com/
user_13132,kinks - bdsm,0,https://www.youtube.com/
user_13091,kinks - bdsm,0,https://www.youtube.com/
user_14547,kinks - feet,0,https://www.youtube.com/
user_14330,kinks - feet,0,https://www.youtube.com/
user_14335,kinks - feet,0,https://www.youtube.com/
user_14189,kinks - feet,0,https://www.youtube.com/
user_13594,kinks - furry,0,https://www.youtube.com/
user_13589,kinks - furry,0,https://www.youtube.com/
user_13725,kinks - furry,0,https://www.youtube.com/
user_13986,kinks - furry,0,https://www.youtube.com/
user_2428,lgbtq - gay,0,https://www.youtube.com/
user_2398,lgbtq - gay,0,https://www.youtube.com/
user_2179,lgbtq - gay,0,https://www.youtube.com/
user_2182,lgbtq - gay,0,https://www.youtube.com/
user_2662,lgbtq - lesbian,0,https://www.youtube.com/
user_2834,lgbtq - lesbian,0,https://www.youtube.com/
user_2963,lgbtq - lesbian,0,https://www.youtube.com/
user_2987,lgbtq - lesbian,0,https://www.youtube.com/
user_3088,lgbtq - transgender,0,https://www.youtube.com/
user_3340,lgbtq - transgender,0,https://www.youtube.com/
user_3350,lgbtq - transgender,0,https://www.youtube.com/
user_3523,lgbtq - transgender,0,https://www.youtube.com/
user_9189,mental health - depression,0,https://www.youtube.com/
user_9293,mental health - depression,0,https://www.youtube.com/
user_9243,mental health - depression,0,https://www.youtube.com/
user_9360,mental health - depression,0,https://www.youtube.com/
user_10241,mental health - ptsd,0,https://www.youtube.com/
user_10233,mental health - ptsd,0,https://www.youtube.com/
user_10134,mental health - ptsd,0,https://www.youtube.com/
user_10361,mental health - ptsd,0,https://www.youtube.com/
user_9744,mental health - suicide,0,https://www.youtube.com/
user_9893,mental health - suicide,0,https://www.youtube.com/
user_9640,mental health - suicide,0,https://www.youtube.com/
user_9625,mental health - suicide,0,https://www.youtube.com/
user_20139,misinformation - anti-vaxxer,0,https://www.youtube.com/
user_20530,misinformation - anti-vaxxer,0,https://www.youtube.com/
user_20098,misinformation - anti-vaxxer,0,https://www.youtube.com/
user_20246,misinformation - anti-vaxxer,0,https://www.youtube.com/
user_21139,misinformation - climate denier,0,https://www.youtube.com/
user_21240,misinformation - climate denier,0,https://www.youtube.com/
user_21450,misinformation - climate denier,0,https://www.youtube.com/
user_21416,misinformation - climate denier,0,https://www.youtube.com/
user_20644,misinformation - election fraud,0,https://www.youtube.com/
user_20597,misinformation - election fraud,0,https://www.youtube.com/
user_20708,misinformation - election fraud,0,https://www.youtube.com/
user_20883,misinformation - election fraud,0,https://www.youtube.com/
user_25375,near miss - contraception,0,https://www.youtube.com/
user_25225,near miss - contraception,0,https://www.youtube.com/
user_25446,near miss - contraception,0,https://www.youtube.com/
user_25256,near miss - contraception,0,https://www.youtube.com/
user_27029,near miss - couples counseling,0,https://www.youtube.com/
user_26930,near miss - couples counseling,0,https://www.youtube.com/
user_26932,near miss - couples counseling,0,https://www.youtube.com/
user_26603,near miss - couples counseling,0,https://www.youtube.com/
user_30457,near miss - deals coupons,0,https://www.youtube.com/
user_30244,near miss - deals coupons,0,https://www.youtube.com/
user_30139,near miss - deals coupons,0,https://www.youtube.com/
user_30208,near miss - deals coupons,0,https://www.youtube.com/
user_25651,near miss - fertility treatment,0,https://www.youtube.com/
user_25628,near miss - fertility treatment,0,https://www.youtube.com/
user_25647,near miss - fertility treatment,0,https://www.youtube.com/
user_25671,near miss - fertility treatment,0,https://www.youtube.com/
user_29886,near miss - financial planning,0,https://www.youtube.com/
user_29854,near miss - financial planning,0,https://www.youtube.com/
user_29915,near miss - financial planning,0,https://www.youtube.com/
user_29939,near miss - financial planning,0,https://www.youtube.com/
user_28530,near miss - infidelity,0,https://www.youtube.com/
user_28230,near miss - infidelity,0,https://www.youtube.com/
user_28379,near miss - infidelity,0,https://www.youtube.com/
user_28276,near miss - infidelity,0,https://www.youtube.com/
user_29143,near miss - investing advice,0,https://www.youtube.com/
user_29470,near miss - investing advice,0,https://www.youtube.com/
user_29232,near miss - investing advice,0,https://www.youtube.com/
user_29491,near miss - investing advice,0,https://www.youtube.com/
user_28576,near miss - managing finances,0,https://www.youtube.com/
user_28585,near miss - managing finances,0,https://www.youtube.com/
user_28831,near miss - managing finances,0,https://www.youtube.com/
user_28755,near miss - managing finances,0,https://www.youtube.com/
user_27666,near miss - marriage advice,0,https://www.youtube.com/
user_27709,near miss - marriage advice,0,https://www.youtube.com/
user_27752,near miss - marriage advice,0,https://www.youtube.com/
user_27644,near miss - marriage advice,0,https://www.youtube.com/
user_27258,near miss - relationship advice,0,https://www.youtube.com/
user_27418,near miss - relationship advice,0,https://www.youtube.com/
user_27202,near miss - relationship advice,0,https://www.youtube.com/
user_27085,near miss - relationship advice,0,https://www.youtube.com/
user_26174,near miss - sex education,0,https://www.youtube.com/
user_26431,near miss - sex education,0,https://www.youtube.com/
user_26363,near miss - sex education,0,https://www.youtube.com/
user_26112,near miss - sex education,0,https://www.youtube.com/
user_24759,near miss - womens health,0,https://www.youtube.com/
user_24644,near miss - womens health,0,https://www.youtube.com/
user_24829,near miss - womens health,0,https://www.youtube.com/
user_24803,near miss - womens health,0,https://www.youtube.com/
user_16637,political - far left,0,https://www.youtube.com/
user_16730,political - far left,0,https://www.youtube.com/
user_16786,political - far left,0,https://www.youtube.com/
user_16936,political - far left,0,https://www.youtube.com/
user_17120,political - far right,0,https://www.youtube.com/
user_17391,political - far right,0,https://www.youtube.com/
user_17271,political - far right,0,https://www.youtube.com/
user_17124,political - far right,0,https://www.youtube.com/
user_16044,political - left,0,https://www.youtube.com/
user_15797,political - left,0,https://www.youtube.com/
user_15654,political - left,0,https://www.youtube.com/
user_15610,political - left,0,https://www.youtube.com/
user_16143,political - right,0,https://www.youtube.com/
user_16152,political - right,0,https://www.youtube.com/
user_16307,political - right,0,https://www.youtube.com/
user_16285,political - right,0,https://www.youtube.com/
user_1561,race - asian,0,https://www.youtube.com/
user_1733,race - asian,0,https://www.youtube.com/
user_1916,race - asian,0,https://www.youtube.com/
user_1837,race - asian,0,https://www.youtube.com/
user_617,race - black,0,https://www.youtube.com/
user_1016,race - black,0,https://www.youtube.com/
user_705,race - black,0,https://www.youtube.com/
user_721,race - black,0,https://www.youtube.com/
user_1148,race - hispanic,0,https://www.youtube.com/
user_1533,race - hispanic,0,https://www.youtube.com/
user_1466,race - hispanic,0,https://www.youtube.com/
user_1112,race - hispanic,0,https://www.youtube.com/
user_7211,recovery - alcoholism,0,https://www.youtube.com/
user_7336,recovery - alcoholism,0,https://www.youtube.com/
user_7063,recovery - alcoholism,0,https://www.youtube.com/
user_7166,recovery - alcoholism,0,https://www.youtube.com/
user_7723,recovery - drug addiction,0,https://www.youtube.com/
user_7871,recovery - drug addiction,0,https://www.youtube.com/
user_7952,recovery - drug addiction,0,https://www.youtube.com/
user_7986,recovery - drug addiction,0,https://www.youtube.com/
user_8662,recovery - porn/sex addiction,0,https://www.youtube.com/
user_8666,recovery - porn/sex addiction,0,https://www.youtube.com/
user_9032,recovery - porn/sex addiction,0,https://www.youtube.com/
user_8703,recovery - porn/sex addiction,0,https://www.youtube.com/
user_8205,recovery - quitting smoking,0,https://www.youtube.com/
user_8113,recovery - quitting smoking,0,https://www.youtube.com/
user_8282,recovery - quitting smoking,0,https://www.youtube.com/
user_8350,recovery - quitting smoking,0,https://www.youtube.com/
user_6413,socioeconomic - distress,0,https://www.youtube.com/
user_6509,socioeconomic - distress,0,https://www.youtube.com/
user_6349,socioeconomic - distress,0,https://www.youtube.com/
user_6162,socioeconomic - distress,0,https://www.youtube.com/
user_6783,socioeconomic - poverty,0,https://www.youtube.com/
user_6999,socioeconomic - poverty,0,https://www.youtube.com/
user_6626,socioeconomic - poverty,0,https://www.youtube.com/
user_6695,socioeconomic - poverty,0,https://www.youtube.com/
user_10620,survivor - domestic abuse,0,https://www.youtube.com/
user_10845,survivor - domestic abuse,0,https://www.youtube.com/
user_10857,survivor - domestic abuse,0,https://www.youtube.com/
user_10661,survivor - domestic abuse,0,https://www.youtube.com/
user_24011,survivor - sexual assualt,0,https://www.youtube.com/
user_23863,survivor - sexual assualt,0,https://www.youtube.com/
user_23552,survivor - sexual assualt,0,https://www.youtube.com/
user_23861,survivor - sexual assualt,0,https://www.youtube.com/
user_6000,abortion - seeking,1,https://www.yahoo.com/
user_5567,abortion - seeking,1,https://www.yahoo.com/
user_5828,abortion - seeking,1,https://www.yahoo.com/
user_5772,abortion - seeking,1,https://www.yahoo.com/
user_18851,addiction - alcohol,1,https://www.yahoo.com/
user_19030,addiction - alcohol,1,https://www.yahoo.com/
user_18802,addiction - alcohol,1,https://www.yahoo.com/
user_18977,addiction - alcohol,1,https://www.yahoo.com/
user_19869,addiction - porn/sex,1,https://www.yahoo.com/
user_19597,addiction - porn/sex,1,https://www.yahoo.com/
user_19704,addiction - porn/sex,1,https://www.yahoo.com/
user_20018,addiction - porn/sex,1,https://www.yahoo.com/
user_19271,addiction - smoking,1,https://www.yahoo.com/
user_19427,addiction - smoking,1,https://www.yahoo.com/
user_19478,addiction - smoking,1,https://www.yahoo.com/
user_19373,addiction - smoking,1,https://www.yahoo.com/
user_15169,age - child,1,https://www.yahoo.com/
user_15173,age - child,1,https://www.yahoo.com/
user_15109,age - child,1,https://www.yahoo.com/
user_15373,age - child,1,https://www.yahoo.com/
user_14700,age - senior,1,https://www.yahoo.com/
user_14627,age - senior,1,https://www.yahoo.com/
user_14839,age - senior,1,https://www.yahoo.com/
user_14630,age - senior,1,https://www.yahoo.com/
user_24277,baseline II,1,https://www.yahoo.com/
user_24406,baseline II,1,https://www.yahoo.com/
user_24350,baseline II,1,https://www.yahoo.com/
user_24296,baseline II,1,https://www.yahoo.com/
user_23520,disability - deaf,1,https://www.yahoo.com/
user_23280,disability - deaf,1,https://www.yahoo.com/
user_23342,disability - deaf,1,https://www.yahoo.com/
user_23185,disability - deaf,1,https://www.yahoo.com/
user_22949,disability - physical,1,https://www.yahoo.com/
user_22644,disability - physical,1,https://www.yahoo.com/
user_22745,disability - physical,1,https://www.yahoo.com/
user_22550,disability - physical,1,https://www.yahoo.com/
user_18079,extremism - islamic extremist,1,https://www.yahoo.com/
user_18062,extremism - islamic extremist,1,https://www.yahoo.com/
user_18348,extremism - islamic extremist,1,https://www.yahoo.com/
user_18520,extremism - islamic extremist,1,https://www.yahoo.com/
user_17648,extremism - white supremacy,1,https://www.yahoo.com/
user_17788,extremism - white supremacy,1,https://www.yahoo.com/
user_18032,extremism - white supremacy,1,https://www.yahoo.com/
user_17662,extremism - white supremacy,1,https://www.yahoo.com/
user_21711,family - divorce,1,https://www.yahoo.com/
user_21648,family - divorce,1,https://www.yahoo.com/
user_21620,family - divorce,1,https://www.yahoo.com/
user_21836,family - divorce,1,https://www.yahoo.com/
user_22478,family - grief,1,https://www.yahoo.com/
user_22339,family - grief,1,https://www.yahoo.com/
user_22237,family - grief,1,https://www.yahoo.com/
user_22233,family - grief,1,https://www.yahoo.com/
user_12052,family - pregnancy,1,https://www.yahoo.com/
user_12239,family - pregnancy,1,https://www.yahoo.com/
user_12319,family - pregnancy,1,https://www.yahoo.com/
user_12491,family - pregnancy,1,https://www.yahoo.com/
user_11733,gender - female,1,https://www.yahoo.com/
user_11830,gender - female,1,https://www.yahoo.com/
user_11678,gender - female,1,https://www.yahoo.com/
user_11669,gender - female,1,https://www.yahoo.com/
user_11438,gender - male,1,https://www.yahoo.com/
user_11228,gender - male,1,https://www.yahoo.com/
user_11436,gender - male,1,https://www.yahoo.com/
user_11139,gender - male,1,https://www.yahoo.com/
user_4225,health - cancer,1,https://www.yahoo.com/
user_4306,health - cancer,1,https://www.yahoo.com/
user_4291,health - cancer,1,https://www.yahoo.com/
user_4380,health - cancer,1,https://www.yahoo.com/
user_5278,health - diabetes,1,https://www.yahoo.com/
user_5151,health - diabetes,1,https://www.yahoo.com/
user_5517,health - diabetes,1,https://www.yahoo.com/
user_5306,health - diabetes,1,https://www.yahoo.com/
user_3631,health - heart disease,1,https://www.yahoo.com/
user_3761,health - heart disease,1,https://www.yahoo.com/
user_3821,health - heart disease,1,https://www.yahoo.com/
user_4006,health - heart disease,1,https://www.yahoo.com/
user_4880,health - hiv,1,https://www.yahoo.com/
user_4763,health - hiv,1,https://www.yahoo.com/
user_5029,health - hiv,1,https://www.yahoo.com/
user_4565,health - hiv,1,https://www.yahoo.com/
user_12794,immigration - immigrant,1,https://www.yahoo.com/
user_13048,immigration - immigrant,1,https://www.yahoo.com/
user_12609,immigration - immigrant,1,https://www.yahoo.com/
user_12608,immigration - immigrant,1,https://www.yahoo.com/
user_13145,kinks - bdsm,1,https://www.yahoo.com/
user_13525,kinks - bdsm,1,https://www.yahoo.com/
user_13332,kinks - bdsm,1,https://www.yahoo.com/
user_13527,kinks - bdsm,1,https://www.yahoo.com/
user_14084,kinks - feet,1,https://www.yahoo.com/
user_14204,kinks - feet,1,https://www.yahoo.com/
user_14356,kinks - feet,1,https://www.yahoo.com/
user_14339,kinks - feet,1,https://www.yahoo.com/
user_13594,kinks - furry,1,https://www.yahoo.com/
user_13633,kinks - furry,1,https://www.yahoo.com/
user_13812,kinks - furry,1,https://www.yahoo.com/
user_13875,kinks - furry,1,https://www.yahoo.com/
user_2084,lgbtq - gay,1,https://www.yahoo.com/
user_2316,lgbtq - gay,1,https://www.yahoo.com/
user_2311,lgbtq - gay,1,https://www.yahoo.com/
user_2461,lgbtq - gay,1,https://www.yahoo.com/
user_2839,lgbtq - lesbian,1,https://www.yahoo.com/
user_3003,lgbtq - lesbian,1,https://www.yahoo.com/
user_2700,lgbtq - lesbian,1,https://www.yahoo.com/
user_2939,lgbtq - lesbian,1,https://www.yahoo.com/
user_3244,lgbtq - transgender,1,https://www.yahoo.com/
user_3493,lgbtq - transgender,1,https://www.yahoo.com/
user_3147,lgbtq - transgender,1,https://www.yahoo.com/
user_3453,lgbtq - transgender,1,https://www.yahoo.com/
user_9455,mental health - depression,1,https://www.yahoo.com/
user_9266,mental health - depression,1,https://www.yahoo.com/
user_9109,mental health - depression,1,https://www.yahoo.com/
user_9110,mental health - depression,1,https://www.yahoo.com/
user_10180,mental health - ptsd,1,https://www.yahoo.com/
user_10208,mental health - ptsd,1,https://www.yahoo.com/
user_10470,mental health - ptsd,1,https://www.yahoo.com/
user_10301,mental health - ptsd,1,https://www.yahoo.com/
user_9598,mental health - suicide,1,https://www.yahoo.com/
user_9692,mental health - suicide,1,https://www.yahoo.com/
user_9772,mental health - suicide,1,https://www.yahoo.com/
user_9830,mental health - suicide,1,https://www.yahoo.com/
user_20184,misinformation - anti-vaxxer,1,https://www.yahoo.com/
user_20286,misinformation - anti-vaxxer,1,https://www.yahoo.com/
user_20447,misinformation - anti-vaxxer,1,https://www.yahoo.com/
user_20487,misinformation - anti-vaxxer,1,https://www.yahoo.com/
user_21521,misinformation - climate denier,1,https://www.yahoo.com/
user_21065,misinformation - climate denier,1,https://www.yahoo.com/
user_21087,misinformation - climate denier,1,https://www.yahoo.com/
user_21166,misinformation - climate denier,1,https://www.yahoo.com/
user_21003,misinformation - election fraud,1,https://www.yahoo.com/
user_20824,misinformation - election fraud,1,https://www.yahoo.com/
user_20633,misinformation - election fraud,1,https://www.yahoo.com/
user_20862,misinformation - election fraud,1,https://www.yahoo.com/
user_25117,near miss - contraception,1,https://www.yahoo.com/
user_25323,near miss - contraception,1,https://www.yahoo.com/
user_25393,near miss - contraception,1,https://www.yahoo.com/
user_25135,near miss - contraception,1,https://www.yahoo.com/
user_26601,near miss - couples counseling,1,https://www.yahoo.com/
user_26768,near miss - couples counseling,1,https://www.yahoo.com/
user_26575,near miss - couples counseling,1,https://www.yahoo.com/
user_26792,near miss - couples counseling,1,https://www.yahoo.com/
user_30196,near miss - deals coupons,1,https://www.yahoo.com/
user_30171,near miss - deals coupons,1,https://www.yahoo.com/
user_30127,near miss - deals coupons,1,https://www.yahoo.com/
user_30069,near miss - deals coupons,1,https://www.yahoo.com/
user_25792,near miss - fertility treatment,1,https://www.yahoo.com/
user_25996,near miss - fertility treatment,1,https://www.yahoo.com/
user_25689,near miss - fertility treatment,1,https://www.yahoo.com/
user_25615,near miss - fertility treatment,1,https://www.yahoo.com/
user_29550,near miss - financial planning,1,https://www.yahoo.com/
user_29765,near miss - financial planning,1,https://www.yahoo.com/
user_29922,near miss - financial planning,1,https://www.yahoo.com/
user_29625,near miss - financial planning,1,https://www.yahoo.com/
user_28303,near miss - infidelity,1,https://www.yahoo.com/
user_28161,near miss - infidelity,1,https://www.yahoo.com/
user_28118,near miss - infidelity,1,https://www.yahoo.com/
user_28485,near miss - infidelity,1,https://www.yahoo.com/
user_29113,near miss - investing advice,1,https://www.yahoo.com/
user_29511,near miss - investing advice,1,https://www.yahoo.com/
user_29381,near miss - investing advice,1,https://www.yahoo.com/
user_29082,near miss - investing advice,1,https://www.yahoo.com/
user_28857,near miss - managing finances,1,https://www.yahoo.com/
user_28831,near miss - managing finances,1,https://www.yahoo.com/
user_28972,near miss - managing finances,1,https://www.yahoo.com/
user_28936,near miss - managing finances,1,https://www.yahoo.com/
user_27899,near miss - marriage advice,1,https://www.yahoo.com/
user_28010,near miss - marriage advice,1,https://www.yahoo.com/
user_27725,near miss - marriage advice,1,https://www.yahoo.com/
user_27596,near miss - marriage advice,1,https://www.yahoo.com/
user_27437,near miss - relationship advice,1,https://www.yahoo.com/
user_27068,near miss - relationship advice,1,https://www.yahoo.com/
user_27440,near miss - relationship advice,1,https://www.yahoo.com/
user_27226,near miss - relationship advice,1,https://www.yahoo.com/
user_26071,near miss - sex education,1,https://www.yahoo.com/
user_26288,near miss - sex education,1,https://www.yahoo.com/
user_26310,near miss - sex education,1,https://www.yahoo.com/
user_26227,near miss - sex education,1,https://www.yahoo.com/
user_24904,near miss - womens health,1,https://www.yahoo.com/
user_24822,near miss - womens health,1,https://www.yahoo.com/
user_24973,near miss - womens health,1,https://www.yahoo.com/
user_24910,near miss - womens health,1,https://www.yahoo.com/
user_16777,political - far left,1,https://www.yahoo.com/
user_16572,political - far left,1,https://www.yahoo.com/
user_16821,political - far left,1,https://www.yahoo.com/
user_16737,political - far left,1,https://www.yahoo.com/
user_17424,political - far right,1,https://www.yahoo.com/
user_17421,political - far right,1,https://www.yahoo.com/
user_17346,political - far right,1,https://www.yahoo.com/
user_17268,political - far right,1,https://www.yahoo.com/
user_15907,political - left,1,https://www.yahoo.com/
user_16032,political - left,1,https://www.yahoo.com/
user_16011,political - left,1,https://www.yahoo.com/
user_15775,political - left,1,https://www.yahoo.com/
user_16506,political - right,1,https://www.yahoo.com/
user_16488,political - right,1,https://www.yahoo.com/
user_16125,political - right,1,https://www.yahoo.com/
user_16376,political - right,1,https://www.yahoo.com/
user_1766,race - asian,1,https://www.yahoo.com/
user_1874,race - asian,1,https://www.yahoo.com/
user_1713,race - asian,1,https://www.yahoo.com/
user_1628,race - asian,1,https://www.yahoo.com/
user_937,race - black,1,https://www.yahoo.com/
user_586,race - black,1,https://www.yahoo.com/
user_676,race - black,1,https://www.yahoo.com/
user_921,race - black,1,https://www.yahoo.com/
user_1418,race - hispanic,1,https://www.yahoo.com/
user_1461,race - hispanic,1,https://www.yahoo.com/
user_1435,race - hispanic,1,https://www.yahoo.com/
user_1440,race - hispanic,1,https://www.yahoo.com/
user_7536,recovery - alcoholism,1,https://www.yahoo.com/
user_7208,recovery - alcoholism,1,https://www.yahoo.com/
user_7268,recovery - alcoholism,1,https://www.yahoo.com/
user_7154,recovery - alcoholism,1,https://www.yahoo.com/
user_7633,recovery - drug addiction,1,https://www.yahoo.com/
user_7952,recovery - drug addiction,1,https://www.yahoo.com/
user_7962,recovery - drug addiction,1,https://www.yahoo.com/
user_7915,recovery - drug addiction,1,https://www.yahoo.com/
user_8593,recovery - porn/sex addiction,1,https://www.yahoo.com/
user_8766,recovery - porn/sex addiction,1,https://www.yahoo.com/
user_8743,recovery - porn/sex addiction,1,https://www.yahoo.com/
user_8574,recovery - porn/sex addiction,1,https://www.yahoo.com/
user_8496,recovery - quitting smoking,1,https://www.yahoo.com/
user_8071,recovery - quitting smoking,1,https://www.yahoo.com/
user_8420,recovery - quitting smoking,1,https://www.yahoo.com/
user_8121,recovery - quitting smoking,1,https://www.yahoo.com/
user_6207,socioeconomic - distress,1,https://www.yahoo.com/
user_6378,socioeconomic - distress,1,https://www.yahoo.com/
user_6376,socioeconomic - distress,1,https://www.yahoo.com/
user_6452,socioeconomic - distress,1,https://www.yahoo.com/
user_6882,socioeconomic - poverty,1,https://www.yahoo.com/
user_7027,socioeconomic - poverty,1,https://www.yahoo.com/
user_6642,socioeconomic - poverty,1,https://www.yahoo.com/
user_6763,socioeconomic - poverty,1,https://www.yahoo.com/
user_10774,survivor - domestic abuse,1,https://www.yahoo.com/
user_10857,survivor - domestic abuse,1,https://www.yahoo.com/
user_10663,survivor - domestic abuse,1,https://www.yahoo.com/
user_11006,survivor - domestic abuse,1,https://www.yahoo.com/
user_23651,survivor - sexual assualt,1,https://www.yahoo.com/
user_23701,survivor - sexual assualt,1,https://www.yahoo.com/
user_23980,survivor - sexual assualt,1,https://www.yahoo.com/
user_23778,survivor - sexual assualt,1,https://www.yahoo.com/
user_5842,abortion - seeking,10,https://www.tripadvisor.com/
user_5906,abortion - seeking,10,https://www.tripadvisor.com/
user_5649,abortion - seeking,10,https://www.tripadvisor.com/
user_5992,abortion - seeking,10,https://www.tripadvisor.com/
user_18643,addiction - alcohol,10,https://www.tripadvisor.com/
user_18838,addiction - alcohol,10,https://www.tripadvisor.com/
user_18599,addiction - alcohol,10,https://www.tripadvisor.com/
user_18749,addiction - alcohol,10,https://www.tripadvisor.com/
user_19965,addiction - porn/sex,10,https://www.tripadvisor.com/
user_19997,addiction - porn/sex,10,https://www.tripadvisor.com/
user_19828,addiction - porn/sex,10,https://www.tripadvisor.com/
user_19821,addiction - porn/sex,10,https://www.tripadvisor.com/
user_19395,addiction - smoking,10,https://www.tripadvisor.com/
user_19307,addiction - smoking,10,https://www.tripadvisor.com/
user_19363,addiction - smoking,10,https://www.tripadvisor.com/
user_19411,addiction - smoking,10,https://www.tripadvisor.com/
user_15344,age - child,10,https://www.tripadvisor.com/
user_15332,age - child,10,https://www.tripadvisor.com/
user_15166,age - child,10,https://www.tripadvisor.com/
user_15423,age - child,10,https://www.tripadvisor.com/
user_14775,age - senior,10,https://www.tripadvisor.com/
user_14813,age - senior,10,https://www.tripadvisor.com/
user_14796,age - senior,10,https://www.tripadvisor.com/
user_15029,age - senior,10,https://www.tripadvisor.com/
user_24512,baseline II,10,https://www.tripadvisor.com/
user_24072,baseline II,10,https://www.tripadvisor.com/
user_24405,baseline II,10,https://www.tripadvisor.com/
user_24358,baseline II,10,https://www.tripadvisor.com/
user_23326,disability - deaf,10,https://www.tripadvisor.com/
user_23246,disability - deaf,10,https://www.tripadvisor.com/
user_23225,disability - deaf,10,https://www.tripadvisor.com/
user_23427,disability - deaf,10,https://www.tripadvisor.com/
user_22798,disability - physical,10,https://www.tripadvisor.com/
user_22677,disability - physical,10,https://www.tripadvisor.com/
user_22999,disability - physical,10,https://www.tripadvisor.com/
user_22847,disability - physical,10,https://www.tripadvisor.com/
user_18207,extremism - islamic extremist,10,https://www.tripadvisor.com/
user_18143,extremism - islamic extremist,10,https://www.tripadvisor.com/
user_18314,extremism - islamic extremist,10,https://www.tripadvisor.com/
user_18278,extremism - islamic extremist,10,https://www.tripadvisor.com/
user_17815,extremism - white supremacy,10,https://www.tripadvisor.com/
